Enemy SpEffectID,Key SpEffect,Value SpEffect,Chance For K ? V (Percent),Operator,SpEffectForOperator
9004720,503311,9900010,100,0,-1
9004720,503312,9900010,100,0,-1
9004720,503313,9900010,100,0,-1
9004720,503314,9900010,100,0,-1
9004720,503315,9900010,100,0,-1
9004720,503316,9900010,100,0,-1
9004720,503317,9900010,100,0,-1
9004720,1731000,9900010,100,0,-1
9004720,1731001,9900010,100,0,-1
9004720,1731100,9900010,100,0,-1
9004720,1731101,9900010,100,0,-1
9004721,503311,9900003,100,0,-1
9004721,503312,9900003,100,0,-1
9004721,503313,9900003,100,0,-1
9004721,503314,9900003,100,0,-1
9004721,503315,9900003,100,0,-1
9004721,503316,9900003,100,0,-1
9004721,503317,9900003,100,0,-1
9004721,1731000,9900003,100,0,-1
9004721,1731001,9900003,100,0,-1
9004721,1731100,9900003,100,0,-1
9004721,1731101,9900003,100,0,-1
9004721,503311,9900010,100,0,-1
9004721,503312,9900010,100,0,-1
9004721,503313,9900010,100,0,-1
9004721,503314,9900010,100,0,-1
9004721,503315,9900010,100,0,-1
9004721,503316,9900010,100,0,-1
9004721,503317,9900010,100,0,-1
9004721,1731000,9900010,100,0,-1
9004721,1731001,9900010,100,0,-1
9004721,1731100,9900010,100,0,-1
9004721,1731101,9900010,100,0,-1
9002190,503311,9900003,100,0,-1
9002190,503312,9900003,100,0,-1
9002190,503313,9900003,100,0,-1
9002190,503314,9900003,100,0,-1
9002190,503315,9900003,100,0,-1
9002190,503316,9900003,100,0,-1
9002190,503317,9900003,100,0,-1
9002190,1731000,9900003,100,0,-1
9002190,1731001,9900003,100,0,-1
9002190,1731100,9900003,100,0,-1
9002190,1731101,9900003,100,0,-1
9002190,503311,9900010,100,0,-1
9002190,503312,9900010,100,0,-1
9002190,503313,9900010,100,0,-1
9002190,503314,9900010,100,0,-1
9002190,503315,9900010,100,0,-1
9002190,503316,9900010,100,0,-1
9002190,503317,9900010,100,0,-1
9002190,1731000,9900010,100,0,-1
9002190,1731001,9900010,100,0,-1
9002190,1731100,9900010,100,0,-1
9002190,1731101,9900010,100,0,-1
9004800,3125,9900006,100,0,-1
9004800,3126,9900006,100,0,-1
9004800,3723,9900006,100,0,-1
9004800,6400,9900006,100,0,-1
9004800,6401,9900006,100,0,-1
9004800,6402,9900006,100,0,-1
9004800,6403,9900006,100,0,-1
9004800,6404,9900006,100,0,-1
9004800,6405,9900006,100,0,-1
9004800,6406,9900006,100,0,-1
9004800,6410,9900006,100,0,-1
9004800,6411,9900006,100,0,-1
9004800,6412,9900006,100,0,-1
9004800,6413,9900006,100,0,-1
9004800,6414,9900006,100,0,-1
9004800,6415,9900006,100,0,-1
9004800,22000,9900006,100,0,-1
9004800,22001,9900006,100,0,-1
9004800,22002,9900006,100,0,-1
9004800,22003,9900006,100,0,-1
9004800,22004,9900006,100,0,-1
9004800,22005,9900006,100,0,-1
9004800,22006,9900006,100,0,-1
9004800,22007,9900006,100,0,-1
9004800,22008,9900006,100,0,-1
9004800,22009,9900006,100,0,-1
9004800,22010,9900006,100,0,-1
9004800,22011,9900006,100,0,-1
9004800,22012,9900006,100,0,-1
9004800,22013,9900006,100,0,-1
9004800,22014,9900006,100,0,-1
9004800,22015,9900006,100,0,-1
9004800,22016,9900006,100,0,-1
9004800,22017,9900006,100,0,-1
9004800,22018,9900006,100,0,-1
9004800,22019,9900006,100,0,-1
9004800,22100,9900006,100,0,-1
9004800,22101,9900006,100,0,-1
9004800,22110,9900006,100,0,-1
9004800,22111,9900006,100,0,-1
9004800,22120,9900006,100,0,-1
9004800,22130,9900006,100,0,-1
9004800,22131,9900006,100,0,-1
9004800,22132,9900006,100,0,-1
9004800,22133,9900006,100,0,-1
9004800,30020,9900006,100,0,-1
9004800,90020,9900006,100,0,-1
9004800,105000,9900006,100,0,-1
9004800,105001,9900006,100,0,-1
9004800,105002,9900006,100,0,-1
9004800,105003,9900006,100,0,-1
9004800,105004,9900006,100,0,-1
9004800,105005,9900006,100,0,-1
9004800,105006,9900006,100,0,-1
9004800,105007,9900006,100,0,-1
9004800,105008,9900006,100,0,-1
9004800,105009,9900006,100,0,-1
9004800,105010,9900006,100,0,-1
9004800,105011,9900006,100,0,-1
9004800,105012,9900006,100,0,-1
9004800,105013,9900006,100,0,-1
9004800,105014,9900006,100,0,-1
9004800,105015,9900006,100,0,-1
9004800,105016,9900006,100,0,-1
9004800,105017,9900006,100,0,-1
9004800,105018,9900006,100,0,-1
9004800,105019,9900006,100,0,-1
9004800,105020,9900006,100,0,-1
9004800,105021,9900006,100,0,-1
9004800,105022,9900006,100,0,-1
9004800,105023,9900006,100,0,-1
9004800,105024,9900006,100,0,-1
9004800,105025,9900006,100,0,-1
9004800,105050,9900006,100,0,-1
9004800,105051,9900006,100,0,-1
9004800,105052,9900006,100,0,-1
9004800,105053,9900006,100,0,-1
9004800,105054,9900006,100,0,-1
9004800,105055,9900006,100,0,-1
9004800,105056,9900006,100,0,-1
9004800,105057,9900006,100,0,-1
9004800,105058,9900006,100,0,-1
9004800,105059,9900006,100,0,-1
9004800,105060,9900006,100,0,-1
9004800,105061,9900006,100,0,-1
9004800,105062,9900006,100,0,-1
9004800,105063,9900006,100,0,-1
9004800,105064,9900006,100,0,-1
9004800,105065,9900006,100,0,-1
9004800,105066,9900006,100,0,-1
9004800,105067,9900006,100,0,-1
9004800,105068,9900006,100,0,-1
9004800,105069,9900006,100,0,-1
9004800,105070,9900006,100,0,-1
9004800,105071,9900006,100,0,-1
9004800,105072,9900006,100,0,-1
9004800,105073,9900006,100,0,-1
9004800,105074,9900006,100,0,-1
9004800,105075,9900006,100,0,-1
9004800,105100,9900006,100,0,-1
9004800,105101,9900006,100,0,-1
9004800,105102,9900006,100,0,-1
9004800,105103,9900006,100,0,-1
9004800,105104,9900006,100,0,-1
9004800,105105,9900006,100,0,-1
9004800,105106,9900006,100,0,-1
9004800,105107,9900006,100,0,-1
9004800,105108,9900006,100,0,-1
9004800,105109,9900006,100,0,-1
9004800,105110,9900006,100,0,-1
9004800,105111,9900006,100,0,-1
9004800,105112,9900006,100,0,-1
9004800,105113,9900006,100,0,-1
9004800,105114,9900006,100,0,-1
9004800,105115,9900006,100,0,-1
9004800,105116,9900006,100,0,-1
9004800,105117,9900006,100,0,-1
9004800,105118,9900006,100,0,-1
9004800,105119,9900006,100,0,-1
9004800,105120,9900006,100,0,-1
9004800,105121,9900006,100,0,-1
9004800,105122,9900006,100,0,-1
9004800,105123,9900006,100,0,-1
9004800,105124,9900006,100,0,-1
9004800,105125,9900006,100,0,-1
9004800,105150,9900006,100,0,-1
9004800,105151,9900006,100,0,-1
9004800,105152,9900006,100,0,-1
9004800,105153,9900006,100,0,-1
9004800,105154,9900006,100,0,-1
9004800,105155,9900006,100,0,-1
9004800,105156,9900006,100,0,-1
9004800,105157,9900006,100,0,-1
9004800,105158,9900006,100,0,-1
9004800,105159,9900006,100,0,-1
9004800,105160,9900006,100,0,-1
9004800,105161,9900006,100,0,-1
9004800,105162,9900006,100,0,-1
9004800,105163,9900006,100,0,-1
9004800,105164,9900006,100,0,-1
9004800,105165,9900006,100,0,-1
9004800,105166,9900006,100,0,-1
9004800,105167,9900006,100,0,-1
9004800,105168,9900006,100,0,-1
9004800,105169,9900006,100,0,-1
9004800,105170,9900006,100,0,-1
9004800,105171,9900006,100,0,-1
9004800,105172,9900006,100,0,-1
9004800,105173,9900006,100,0,-1
9004800,105174,9900006,100,0,-1
9004800,105175,9900006,100,0,-1
9004800,105200,9900006,100,0,-1
9004800,105201,9900006,100,0,-1
9004800,105202,9900006,100,0,-1
9004800,105203,9900006,100,0,-1
9004800,105204,9900006,100,0,-1
9004800,105205,9900006,100,0,-1
9004800,105206,9900006,100,0,-1
9004800,105207,9900006,100,0,-1
9004800,105208,9900006,100,0,-1
9004800,105209,9900006,100,0,-1
9004800,105210,9900006,100,0,-1
9004800,105211,9900006,100,0,-1
9004800,105212,9900006,100,0,-1
9004800,105213,9900006,100,0,-1
9004800,105214,9900006,100,0,-1
9004800,105215,9900006,100,0,-1
9004800,105216,9900006,100,0,-1
9004800,105217,9900006,100,0,-1
9004800,105218,9900006,100,0,-1
9004800,105219,9900006,100,0,-1
9004800,105220,9900006,100,0,-1
9004800,105221,9900006,100,0,-1
9004800,105222,9900006,100,0,-1
9004800,105223,9900006,100,0,-1
9004800,105224,9900006,100,0,-1
9004800,105225,9900006,100,0,-1
9004800,105250,9900006,100,0,-1
9004800,105251,9900006,100,0,-1
9004800,105252,9900006,100,0,-1
9004800,105253,9900006,100,0,-1
9004800,105254,9900006,100,0,-1
9004800,105255,9900006,100,0,-1
9004800,105256,9900006,100,0,-1
9004800,105257,9900006,100,0,-1
9004800,105258,9900006,100,0,-1
9004800,105259,9900006,100,0,-1
9004800,105260,9900006,100,0,-1
9004800,105261,9900006,100,0,-1
9004800,105262,9900006,100,0,-1
9004800,105263,9900006,100,0,-1
9004800,105264,9900006,100,0,-1
9004800,105265,9900006,100,0,-1
9004800,105266,9900006,100,0,-1
9004800,105267,9900006,100,0,-1
9004800,105268,9900006,100,0,-1
9004800,105269,9900006,100,0,-1
9004800,105270,9900006,100,0,-1
9004800,105271,9900006,100,0,-1
9004800,105272,9900006,100,0,-1
9004800,105273,9900006,100,0,-1
9004800,105274,9900006,100,0,-1
9004800,105275,9900006,100,0,-1
9004800,3190,9900006,100,0,-1
9004800,3191,9900006,100,0,-1
9004800,3192,9900006,100,0,-1
9004800,3193,9900006,100,0,-1
9004800,3194,9900006,100,0,-1
9004800,3195,9900006,100,0,-1
9004800,3196,9900006,100,0,-1
9004800,3197,9900006,100,0,-1
9004800,3380,9900006,100,0,-1
9004800,3381,9900006,100,0,-1
9004800,3382,9900006,100,0,-1
9004800,3383,9900006,100,0,-1
9004800,321600,9900006,100,0,-1
9004800,321601,9900006,100,0,-1
9004800,502160,9900006,100,0,-1
9004800,502161,9900006,100,0,-1
9004800,1630000,9900006,100,0,-1
9004800,1630001,9900006,100,0,-1
9004800,1631000,9900006,100,0,-1
9004800,1631001,9900006,100,0,-1
9004800,1632000,9900006,100,0,-1
9004800,1632001,9900006,100,0,-1
9004800,1632002,9900006,100,0,-1
9002130,3125,9900006,100,0,-1
9002130,3126,9900006,100,0,-1
9002130,3723,9900006,100,0,-1
9002130,6400,9900006,100,0,-1
9002130,6401,9900006,100,0,-1
9002130,6402,9900006,100,0,-1
9002130,6403,9900006,100,0,-1
9002130,6404,9900006,100,0,-1
9002130,6405,9900006,100,0,-1
9002130,6406,9900006,100,0,-1
9002130,6410,9900006,100,0,-1
9002130,6411,9900006,100,0,-1
9002130,6412,9900006,100,0,-1
9002130,6413,9900006,100,0,-1
9002130,6414,9900006,100,0,-1
9002130,6415,9900006,100,0,-1
9002130,22000,9900006,100,0,-1
9002130,22001,9900006,100,0,-1
9002130,22002,9900006,100,0,-1
9002130,22003,9900006,100,0,-1
9002130,22004,9900006,100,0,-1
9002130,22005,9900006,100,0,-1
9002130,22006,9900006,100,0,-1
9002130,22007,9900006,100,0,-1
9002130,22008,9900006,100,0,-1
9002130,22009,9900006,100,0,-1
9002130,22010,9900006,100,0,-1
9002130,22011,9900006,100,0,-1
9002130,22012,9900006,100,0,-1
9002130,22013,9900006,100,0,-1
9002130,22014,9900006,100,0,-1
9002130,22015,9900006,100,0,-1
9002130,22016,9900006,100,0,-1
9002130,22017,9900006,100,0,-1
9002130,22018,9900006,100,0,-1
9002130,22019,9900006,100,0,-1
9002130,22100,9900006,100,0,-1
9002130,22101,9900006,100,0,-1
9002130,22110,9900006,100,0,-1
9002130,22111,9900006,100,0,-1
9002130,22120,9900006,100,0,-1
9002130,22130,9900006,100,0,-1
9002130,22131,9900006,100,0,-1
9002130,22132,9900006,100,0,-1
9002130,22133,9900006,100,0,-1
9002130,30020,9900006,100,0,-1
9002130,90020,9900006,100,0,-1
9002130,105000,9900006,100,0,-1
9002130,105001,9900006,100,0,-1
9002130,105002,9900006,100,0,-1
9002130,105003,9900006,100,0,-1
9002130,105004,9900006,100,0,-1
9002130,105005,9900006,100,0,-1
9002130,105006,9900006,100,0,-1
9002130,105007,9900006,100,0,-1
9002130,105008,9900006,100,0,-1
9002130,105009,9900006,100,0,-1
9002130,105010,9900006,100,0,-1
9002130,105011,9900006,100,0,-1
9002130,105012,9900006,100,0,-1
9002130,105013,9900006,100,0,-1
9002130,105014,9900006,100,0,-1
9002130,105015,9900006,100,0,-1
9002130,105016,9900006,100,0,-1
9002130,105017,9900006,100,0,-1
9002130,105018,9900006,100,0,-1
9002130,105019,9900006,100,0,-1
9002130,105020,9900006,100,0,-1
9002130,105021,9900006,100,0,-1
9002130,105022,9900006,100,0,-1
9002130,105023,9900006,100,0,-1
9002130,105024,9900006,100,0,-1
9002130,105025,9900006,100,0,-1
9002130,105050,9900006,100,0,-1
9002130,105051,9900006,100,0,-1
9002130,105052,9900006,100,0,-1
9002130,105053,9900006,100,0,-1
9002130,105054,9900006,100,0,-1
9002130,105055,9900006,100,0,-1
9002130,105056,9900006,100,0,-1
9002130,105057,9900006,100,0,-1
9002130,105058,9900006,100,0,-1
9002130,105059,9900006,100,0,-1
9002130,105060,9900006,100,0,-1
9002130,105061,9900006,100,0,-1
9002130,105062,9900006,100,0,-1
9002130,105063,9900006,100,0,-1
9002130,105064,9900006,100,0,-1
9002130,105065,9900006,100,0,-1
9002130,105066,9900006,100,0,-1
9002130,105067,9900006,100,0,-1
9002130,105068,9900006,100,0,-1
9002130,105069,9900006,100,0,-1
9002130,105070,9900006,100,0,-1
9002130,105071,9900006,100,0,-1
9002130,105072,9900006,100,0,-1
9002130,105073,9900006,100,0,-1
9002130,105074,9900006,100,0,-1
9002130,105075,9900006,100,0,-1
9002130,105100,9900006,100,0,-1
9002130,105101,9900006,100,0,-1
9002130,105102,9900006,100,0,-1
9002130,105103,9900006,100,0,-1
9002130,105104,9900006,100,0,-1
9002130,105105,9900006,100,0,-1
9002130,105106,9900006,100,0,-1
9002130,105107,9900006,100,0,-1
9002130,105108,9900006,100,0,-1
9002130,105109,9900006,100,0,-1
9002130,105110,9900006,100,0,-1
9002130,105111,9900006,100,0,-1
9002130,105112,9900006,100,0,-1
9002130,105113,9900006,100,0,-1
9002130,105114,9900006,100,0,-1
9002130,105115,9900006,100,0,-1
9002130,105116,9900006,100,0,-1
9002130,105117,9900006,100,0,-1
9002130,105118,9900006,100,0,-1
9002130,105119,9900006,100,0,-1
9002130,105120,9900006,100,0,-1
9002130,105121,9900006,100,0,-1
9002130,105122,9900006,100,0,-1
9002130,105123,9900006,100,0,-1
9002130,105124,9900006,100,0,-1
9002130,105125,9900006,100,0,-1
9002130,105150,9900006,100,0,-1
9002130,105151,9900006,100,0,-1
9002130,105152,9900006,100,0,-1
9002130,105153,9900006,100,0,-1
9002130,105154,9900006,100,0,-1
9002130,105155,9900006,100,0,-1
9002130,105156,9900006,100,0,-1
9002130,105157,9900006,100,0,-1
9002130,105158,9900006,100,0,-1
9002130,105159,9900006,100,0,-1
9002130,105160,9900006,100,0,-1
9002130,105161,9900006,100,0,-1
9002130,105162,9900006,100,0,-1
9002130,105163,9900006,100,0,-1
9002130,105164,9900006,100,0,-1
9002130,105165,9900006,100,0,-1
9002130,105166,9900006,100,0,-1
9002130,105167,9900006,100,0,-1
9002130,105168,9900006,100,0,-1
9002130,105169,9900006,100,0,-1
9002130,105170,9900006,100,0,-1
9002130,105171,9900006,100,0,-1
9002130,105172,9900006,100,0,-1
9002130,105173,9900006,100,0,-1
9002130,105174,9900006,100,0,-1
9002130,105175,9900006,100,0,-1
9002130,105200,9900006,100,0,-1
9002130,105201,9900006,100,0,-1
9002130,105202,9900006,100,0,-1
9002130,105203,9900006,100,0,-1
9002130,105204,9900006,100,0,-1
9002130,105205,9900006,100,0,-1
9002130,105206,9900006,100,0,-1
9002130,105207,9900006,100,0,-1
9002130,105208,9900006,100,0,-1
9002130,105209,9900006,100,0,-1
9002130,105210,9900006,100,0,-1
9002130,105211,9900006,100,0,-1
9002130,105212,9900006,100,0,-1
9002130,105213,9900006,100,0,-1
9002130,105214,9900006,100,0,-1
9002130,105215,9900006,100,0,-1
9002130,105216,9900006,100,0,-1
9002130,105217,9900006,100,0,-1
9002130,105218,9900006,100,0,-1
9002130,105219,9900006,100,0,-1
9002130,105220,9900006,100,0,-1
9002130,105221,9900006,100,0,-1
9002130,105222,9900006,100,0,-1
9002130,105223,9900006,100,0,-1
9002130,105224,9900006,100,0,-1
9002130,105225,9900006,100,0,-1
9002130,105250,9900006,100,0,-1
9002130,105251,9900006,100,0,-1
9002130,105252,9900006,100,0,-1
9002130,105253,9900006,100,0,-1
9002130,105254,9900006,100,0,-1
9002130,105255,9900006,100,0,-1
9002130,105256,9900006,100,0,-1
9002130,105257,9900006,100,0,-1
9002130,105258,9900006,100,0,-1
9002130,105259,9900006,100,0,-1
9002130,105260,9900006,100,0,-1
9002130,105261,9900006,100,0,-1
9002130,105262,9900006,100,0,-1
9002130,105263,9900006,100,0,-1
9002130,105264,9900006,100,0,-1
9002130,105265,9900006,100,0,-1
9002130,105266,9900006,100,0,-1
9002130,105267,9900006,100,0,-1
9002130,105268,9900006,100,0,-1
9002130,105269,9900006,100,0,-1
9002130,105270,9900006,100,0,-1
9002130,105271,9900006,100,0,-1
9002130,105272,9900006,100,0,-1
9002130,105273,9900006,100,0,-1
9002130,105274,9900006,100,0,-1
9002130,105275,9900006,100,0,-1
9002130,3190,9900006,100,0,-1
9002130,3191,9900006,100,0,-1
9002130,3192,9900006,100,0,-1
9002130,3193,9900006,100,0,-1
9002130,3194,9900006,100,0,-1
9002130,3195,9900006,100,0,-1
9002130,3196,9900006,100,0,-1
9002130,3197,9900006,100,0,-1
9002130,3380,9900006,100,0,-1
9002130,3381,9900006,100,0,-1
9002130,3382,9900006,100,0,-1
9002130,3383,9900006,100,0,-1
9002130,321600,9900006,100,0,-1
9002130,321601,9900006,100,0,-1
9002130,502160,9900006,100,0,-1
9002130,502161,9900006,100,0,-1
9002130,1630000,9900006,100,0,-1
9002130,1630001,9900006,100,0,-1
9002130,1631000,9900006,100,0,-1
9002130,1631001,9900006,100,0,-1
9002130,1632000,9900006,100,0,-1
9002130,1632001,9900006,100,0,-1
9002130,1632002,9900006,100,0,-1
9003550,3125,9900006,100,0,-1
9003550,3126,9900006,100,0,-1
9003550,3723,9900006,100,0,-1
9003550,6400,9900006,100,0,-1
9003550,6401,9900006,100,0,-1
9003550,6402,9900006,100,0,-1
9003550,6403,9900006,100,0,-1
9003550,6404,9900006,100,0,-1
9003550,6405,9900006,100,0,-1
9003550,6406,9900006,100,0,-1
9003550,6410,9900006,100,0,-1
9003550,6411,9900006,100,0,-1
9003550,6412,9900006,100,0,-1
9003550,6413,9900006,100,0,-1
9003550,6414,9900006,100,0,-1
9003550,6415,9900006,100,0,-1
9003550,22000,9900006,100,0,-1
9003550,22001,9900006,100,0,-1
9003550,22002,9900006,100,0,-1
9003550,22003,9900006,100,0,-1
9003550,22004,9900006,100,0,-1
9003550,22005,9900006,100,0,-1
9003550,22006,9900006,100,0,-1
9003550,22007,9900006,100,0,-1
9003550,22008,9900006,100,0,-1
9003550,22009,9900006,100,0,-1
9003550,22010,9900006,100,0,-1
9003550,22011,9900006,100,0,-1
9003550,22012,9900006,100,0,-1
9003550,22013,9900006,100,0,-1
9003550,22014,9900006,100,0,-1
9003550,22015,9900006,100,0,-1
9003550,22016,9900006,100,0,-1
9003550,22017,9900006,100,0,-1
9003550,22018,9900006,100,0,-1
9003550,22019,9900006,100,0,-1
9003550,22100,9900006,100,0,-1
9003550,22101,9900006,100,0,-1
9003550,22110,9900006,100,0,-1
9003550,22111,9900006,100,0,-1
9003550,22120,9900006,100,0,-1
9003550,22130,9900006,100,0,-1
9003550,22131,9900006,100,0,-1
9003550,22132,9900006,100,0,-1
9003550,22133,9900006,100,0,-1
9003550,30020,9900006,100,0,-1
9003550,90020,9900006,100,0,-1
9003550,105000,9900006,100,0,-1
9003550,105001,9900006,100,0,-1
9003550,105002,9900006,100,0,-1
9003550,105003,9900006,100,0,-1
9003550,105004,9900006,100,0,-1
9003550,105005,9900006,100,0,-1
9003550,105006,9900006,100,0,-1
9003550,105007,9900006,100,0,-1
9003550,105008,9900006,100,0,-1
9003550,105009,9900006,100,0,-1
9003550,105010,9900006,100,0,-1
9003550,105011,9900006,100,0,-1
9003550,105012,9900006,100,0,-1
9003550,105013,9900006,100,0,-1
9003550,105014,9900006,100,0,-1
9003550,105015,9900006,100,0,-1
9003550,105016,9900006,100,0,-1
9003550,105017,9900006,100,0,-1
9003550,105018,9900006,100,0,-1
9003550,105019,9900006,100,0,-1
9003550,105020,9900006,100,0,-1
9003550,105021,9900006,100,0,-1
9003550,105022,9900006,100,0,-1
9003550,105023,9900006,100,0,-1
9003550,105024,9900006,100,0,-1
9003550,105025,9900006,100,0,-1
9003550,105050,9900006,100,0,-1
9003550,105051,9900006,100,0,-1
9003550,105052,9900006,100,0,-1
9003550,105053,9900006,100,0,-1
9003550,105054,9900006,100,0,-1
9003550,105055,9900006,100,0,-1
9003550,105056,9900006,100,0,-1
9003550,105057,9900006,100,0,-1
9003550,105058,9900006,100,0,-1
9003550,105059,9900006,100,0,-1
9003550,105060,9900006,100,0,-1
9003550,105061,9900006,100,0,-1
9003550,105062,9900006,100,0,-1
9003550,105063,9900006,100,0,-1
9003550,105064,9900006,100,0,-1
9003550,105065,9900006,100,0,-1
9003550,105066,9900006,100,0,-1
9003550,105067,9900006,100,0,-1
9003550,105068,9900006,100,0,-1
9003550,105069,9900006,100,0,-1
9003550,105070,9900006,100,0,-1
9003550,105071,9900006,100,0,-1
9003550,105072,9900006,100,0,-1
9003550,105073,9900006,100,0,-1
9003550,105074,9900006,100,0,-1
9003550,105075,9900006,100,0,-1
9003550,105100,9900006,100,0,-1
9003550,105101,9900006,100,0,-1
9003550,105102,9900006,100,0,-1
9003550,105103,9900006,100,0,-1
9003550,105104,9900006,100,0,-1
9003550,105105,9900006,100,0,-1
9003550,105106,9900006,100,0,-1
9003550,105107,9900006,100,0,-1
9003550,105108,9900006,100,0,-1
9003550,105109,9900006,100,0,-1
9003550,105110,9900006,100,0,-1
9003550,105111,9900006,100,0,-1
9003550,105112,9900006,100,0,-1
9003550,105113,9900006,100,0,-1
9003550,105114,9900006,100,0,-1
9003550,105115,9900006,100,0,-1
9003550,105116,9900006,100,0,-1
9003550,105117,9900006,100,0,-1
9003550,105118,9900006,100,0,-1
9003550,105119,9900006,100,0,-1
9003550,105120,9900006,100,0,-1
9003550,105121,9900006,100,0,-1
9003550,105122,9900006,100,0,-1
9003550,105123,9900006,100,0,-1
9003550,105124,9900006,100,0,-1
9003550,105125,9900006,100,0,-1
9003550,105150,9900006,100,0,-1
9003550,105151,9900006,100,0,-1
9003550,105152,9900006,100,0,-1
9003550,105153,9900006,100,0,-1
9003550,105154,9900006,100,0,-1
9003550,105155,9900006,100,0,-1
9003550,105156,9900006,100,0,-1
9003550,105157,9900006,100,0,-1
9003550,105158,9900006,100,0,-1
9003550,105159,9900006,100,0,-1
9003550,105160,9900006,100,0,-1
9003550,105161,9900006,100,0,-1
