Enemy SpEffectID,Key SpEffect,Value SpEffect,Chance For K ? V (Percent),Operator,SpEffectForOperator
7030,9996111,9996409,100,0,-1
7030,9996112,9996409,100,0,-1
7030,9996113,9996409,100,0,-1
7030,9996114,9996409,100,0,-1
7030,9996115,9996409,100,0,-1
7030,9996116,9996409,100,0,-1
7030,9996117,9996409,100,0,-1
7030,9996118,9996409,100,0,-1
7030,9996119,9996409,100,0,-1
7030,9996120,9996409,100,0,-1
7030,9996121,9996409,100,0,-1
7030,9996122,9996409,100,0,-1
7030,9996123,9996409,100,0,-1
7030,9996124,9996409,100,0,-1
7030,9996125,9996409,100,0,-1
7030,9996126,9996409,100,0,-1
7030,9996127,9996409,100,0,-1
7030,9996128,9996409,100,0,-1
7030,9996129,9996409,100,0,-1
7030,9996130,9996409,100,0,-1
7030,9996131,9996409,100,0,-1
7030,9996132,9996409,100,0,-1
7030,9996133,9996409,100,0,-1
7030,9996134,9996409,100,0,-1
7030,9996135,9996409,100,0,-1
7030,9996136,9996409,100,0,-1
7030,9996137,9996409,100,0,-1
7030,9996138,9996409,100,0,-1
7030,9996139,9996409,100,0,-1
7040,9996100,9996409,100,0,-1
7040,9996101,9996409,100,0,-1
7040,9996102,9996409,100,0,-1
7040,9996103,9996409,100,0,-1
7040,9996104,9996409,100,0,-1
7040,9996105,9996409,100,0,-1
7040,9996106,9996409,100,0,-1
7040,9996107,9996409,100,0,-1
7040,9996108,9996409,100,0,-1
7040,9996109,9996409,100,0,-1
7040,9996110,9996409,100,0,-1
7040,9996111,9996409,100,0,-1
7040,9996112,9996409,100,0,-1
7040,9996113,9996409,100,0,-1
7040,9996114,9996409,100,0,-1
7040,9996115,9996409,100,0,-1
7040,9996116,9996409,100,0,-1
7040,9996117,9996409,100,0,-1
7040,9996118,9996409,100,0,-1
7040,9996119,9996409,100,0,-1
7040,9996120,9996409,100,0,-1
7040,9996121,9996409,100,0,-1
7040,9996122,9996409,100,0,-1
7040,9996123,9996409,100,0,-1
7040,9996124,9996409,100,0,-1
7040,9996125,9996409,100,0,-1
7040,9996126,9996409,100,0,-1
7040,9996127,9996409,100,0,-1
7040,9996128,9996409,100,0,-1
7040,9996129,9996409,100,0,-1
7040,9996130,9996409,100,0,-1
7040,9996131,9996409,100,0,-1
7040,9996132,9996409,100,0,-1
7040,9996133,9996409,100,0,-1
7040,9996134,9996409,100,0,-1
7040,9996135,9996409,100,0,-1
7040,9996136,9996409,100,0,-1
7040,9996137,9996409,100,0,-1
7040,9996138,9996409,100,0,-1
7040,9996139,9996409,100,0,-1
7050,9996100,9996409,100,0,-1
7050,9996101,9996409,100,0,-1
7050,9996102,9996409,100,0,-1
7050,9996103,9996409,100,0,-1
7050,9996104,9996409,100,0,-1
7050,9996105,9996409,100,0,-1
7050,9996106,9996409,100,0,-1
7050,9996107,9996409,100,0,-1
7050,9996108,9996409,100,0,-1
7050,9996109,9996409,100,0,-1
7050,9996110,9996409,100,0,-1
7050,9996111,9996409,100,0,-1
7050,9996112,9996409,100,0,-1
7050,9996113,9996409,100,0,-1
7050,9996114,9996409,100,0,-1
7050,9996115,9996409,100,0,-1
7050,9996116,9996409,100,0,-1
7050,9996117,9996409,100,0,-1
7050,9996118,9996409,100,0,-1
7050,9996119,9996409,100,0,-1
7050,9996120,9996409,100,0,-1
7050,9996121,9996409,100,0,-1
7050,9996122,9996409,100,0,-1
7050,9996123,9996409,100,0,-1
7050,9996124,9996409,100,0,-1
7050,9996125,9996409,100,0,-1
7050,9996126,9996409,100,0,-1
7050,9996127,9996409,100,0,-1
7050,9996128,9996409,100,0,-1
7050,9996129,9996409,100,0,-1
7050,9996130,9996409,100,0,-1
7050,9996131,9996409,100,0,-1
7050,9996132,9996409,100,0,-1
7050,9996133,9996409,100,0,-1
7050,9996134,9996409,100,0,-1
7050,9996135,9996409,100,0,-1
7050,9996136,9996409,100,0,-1
7050,9996137,9996409,100,0,-1
7050,9996138,9996409,100,0,-1
7050,9996139,9996409,100,0,-1
7060,9996100,9996409,100,0,-1
7060,9996101,9996409,100,0,-1
7060,9996102,9996409,100,0,-1
7060,9996103,9996409,100,0,-1
7060,9996104,9996409,100,0,-1
7060,9996105,9996409,100,0,-1
7060,9996106,9996409,100,0,-1
7060,9996107,9996409,100,0,-1
7060,9996108,9996409,100,0,-1
7060,9996109,9996409,100,0,-1
7060,9996110,9996409,100,0,-1
7060,9996111,9996409,100,0,-1
7060,9996112,9996409,100,0,-1
7060,9996113,9996409,100,0,-1
7060,9996114,9996409,100,0,-1
7060,9996115,9996409,100,0,-1
7060,9996116,9996409,100,0,-1
7060,9996117,9996409,100,0,-1
7060,9996118,9996409,100,0,-1
7060,9996119,9996409,100,0,-1
7060,9996120,9996409,100,0,-1
7060,9996121,9996409,100,0,-1
7060,9996122,9996409,100,0,-1
7060,9996123,9996409,100,0,-1
7060,9996124,9996409,100,0,-1
7060,9996125,9996409,100,0,-1
7060,9996126,9996409,100,0,-1
7060,9996127,9996409,100,0,-1
7060,9996128,9996409,100,0,-1
7060,9996129,9996409,100,0,-1
7060,9996130,9996409,100,0,-1
7060,9996131,9996409,100,0,-1
7060,9996132,9996409,100,0,-1
7060,9996133,9996409,100,0,-1
7060,9996134,9996409,100,0,-1
7060,9996135,9996409,100,0,-1
7060,9996136,9996409,100,0,-1
7060,9996137,9996409,100,0,-1
7060,9996138,9996409,100,0,-1
7060,9996139,9996409,100,0,-1
7070,9996100,9996409,100,0,-1
7070,9996101,9996409,100,0,-1
7070,9996102,9996409,100,0,-1
7070,9996103,9996409,100,0,-1
7070,9996104,9996409,100,0,-1
7070,9996105,9996409,100,0,-1
7070,9996106,9996409,100,0,-1
7070,9996107,9996409,100,0,-1
7070,9996108,9996409,100,0,-1
7070,9996109,9996409,100,0,-1
7070,9996110,9996409,100,0,-1
7070,9996111,9996409,100,0,-1
7070,9996112,9996409,100,0,-1
7070,9996113,9996409,100,0,-1
7070,9996114,9996409,100,0,-1
7070,9996115,9996409,100,0,-1
7070,9996116,9996409,100,0,-1
7070,9996117,9996409,100,0,-1
7070,9996118,9996409,100,0,-1
7070,9996119,9996409,100,0,-1
7070,9996120,9996409,100,0,-1
7070,9996121,9996409,100,0,-1
7070,9996122,9996409,100,0,-1
7070,9996123,9996409,100,0,-1
7070,9996124,9996409,100,0,-1
7070,9996125,9996409,100,0,-1
7070,9996126,9996409,100,0,-1
7070,9996127,9996409,100,0,-1
7070,9996128,9996409,100,0,-1
7070,9996129,9996409,100,0,-1
7070,9996130,9996409,100,0,-1
7070,9996131,9996409,100,0,-1
7070,9996132,9996409,100,0,-1
7070,9996133,9996409,100,0,-1
7070,9996134,9996409,100,0,-1
7070,9996135,9996409,100,0,-1
7070,9996136,9996409,100,0,-1
7070,9996137,9996409,100,0,-1
7070,9996138,9996409,100,0,-1
7070,9996139,9996409,100,0,-1
7080,9996100,9996409,100,0,-1
7080,9996101,9996409,100,0,-1
7080,9996102,9996409,100,0,-1
7080,9996103,9996409,100,0,-1
7080,9996104,9996409,100,0,-1
7080,9996105,9996409,100,0,-1
7080,9996106,9996409,100,0,-1
7080,9996107,9996409,100,0,-1
7080,9996108,9996409,100,0,-1
7080,9996109,9996409,100,0,-1
7080,9996110,9996409,100,0,-1
7080,9996111,9996409,100,0,-1
7080,9996112,9996409,100,0,-1
7080,9996113,9996409,100,0,-1
7080,9996114,9996409,100,0,-1
7080,9996115,9996409,100,0,-1
7080,9996116,9996409,100,0,-1
7080,9996117,9996409,100,0,-1
7080,9996118,9996409,100,0,-1
7080,9996119,9996409,100,0,-1
7080,9996120,9996409,100,0,-1
7080,9996121,9996409,100,0,-1
7080,9996122,9996409,100,0,-1
7080,9996123,9996409,100,0,-1
7080,9996124,9996409,100,0,-1
7080,9996125,9996409,100,0,-1
7080,9996126,9996409,100,0,-1
7080,9996127,9996409,100,0,-1
7080,9996128,9996409,100,0,-1
7080,9996129,9996409,100,0,-1
7080,9996130,9996409,100,0,-1
7080,9996131,9996409,100,0,-1
7080,9996132,9996409,100,0,-1
7080,9996133,9996409,100,0,-1
7080,9996134,9996409,100,0,-1
7080,9996135,9996409,100,0,-1
7080,9996136,9996409,100,0,-1
7080,9996137,9996409,100,0,-1
7080,9996138,9996409,100,0,-1
7080,9996139,9996409,100,0,-1
7090,9996100,9996409,100,0,-1
7090,9996101,9996409,100,0,-1
7090,9996102,9996409,100,0,-1
7090,9996103,9996409,100,0,-1
7090,9996104,9996409,100,0,-1
7090,9996105,9996409,100,0,-1
7090,9996106,9996409,100,0,-1
7090,9996107,9996409,100,0,-1
7090,9996108,9996409,100,0,-1
7090,9996109,9996409,100,0,-1
7090,9996110,9996409,100,0,-1
7090,9996111,9996409,100,0,-1
7090,9996112,9996409,100,0,-1
7090,9996113,9996409,100,0,-1
7090,9996114,9996409,100,0,-1
7090,9996115,9996409,100,0,-1
7090,9996116,9996409,100,0,-1
7090,9996117,9996409,100,0,-1
7090,9996118,9996409,100,0,-1
7090,9996119,9996409,100,0,-1
7090,9996120,9996409,100,0,-1
7090,9996121,9996409,100,0,-1
7090,9996122,9996409,100,0,-1
7090,9996123,9996409,100,0,-1
7090,9996124,9996409,100,0,-1
7090,9996125,9996409,100,0,-1
7090,9996126,9996409,100,0,-1
7090,9996127,9996409,100,0,-1
7090,9996128,9996409,100,0,-1
7090,9996129,9996409,100,0,-1
7090,9996130,9996409,100,0,-1
7090,9996131,9996409,100,0,-1
7090,9996132,9996409,100,0,-1
7090,9996133,9996409,100,0,-1
7090,9996134,9996409,100,0,-1
7090,9996135,9996409,100,0,-1
7090,9996136,9996409,100,0,-1
7090,9996137,9996409,100,0,-1
7090,9996138,9996409,100,0,-1
7090,9996139,9996409,100,0,-1
7100,9996100,9996409,100,0,-1
7100,9996101,9996409,100,0,-1
7100,9996102,9996409,100,0,-1
7100,9996103,9996409,100,0,-1
7100,9996104,9996409,100,0,-1
7100,9996105,9996409,100,0,-1
7100,9996106,9996409,100,0,-1
7100,9996107,9996409,100,0,-1
7100,9996108,9996409,100,0,-1
7100,9996109,9996409,100,0,-1
7100,9996110,9996409,100,0,-1
7100,9996111,9996409,100,0,-1
7100,9996112,9996409,100,0,-1
7100,9996113,9996409,100,0,-1
7100,9996114,9996409,100,0,-1
7100,9996115,9996409,100,0,-1
7100,9996116,9996409,100,0,-1
7100,9996117,9996409,100,0,-1
7100,9996118,9996409,100,0,-1
7100,9996119,9996409,100,0,-1
7100,9996120,9996409,100,0,-1
7100,9996121,9996409,100,0,-1
7100,9996122,9996409,100,0,-1
7100,9996123,9996409,100,0,-1
7100,9996124,9996409,100,0,-1
7100,9996125,9996409,100,0,-1
7100,9996126,9996409,100,0,-1
7100,9996127,9996409,100,0,-1
7100,9996128,9996409,100,0,-1
7100,9996129,9996409,100,0,-1
7100,9996130,9996409,100,0,-1
7100,9996131,9996409,100,0,-1
7100,9996132,9996409,100,0,-1
7100,9996133,9996409,100,0,-1
7100,9996134,9996409,100,0,-1
7100,9996135,9996409,100,0,-1
7100,9996136,9996409,100,0,-1
7100,9996137,9996409,100,0,-1
7100,9996138,9996409,100,0,-1
7100,9996139,9996409,100,0,-1
7110,9996100,9996409,100,0,-1
7110,9996101,9996409,100,0,-1
7110,9996102,9996409,100,0,-1
7110,9996103,9996409,100,0,-1
7110,9996104,9996409,100,0,-1
7110,9996105,9996409,100,0,-1
7110,9996106,9996409,100,0,-1
7110,9996107,9996409,100,0,-1
7110,9996108,9996409,100,0,-1
7110,9996109,9996409,100,0,-1
7110,9996110,9996409,100,0,-1
7110,9996111,9996409,100,0,-1
7110,9996112,9996409,100,0,-1
7110,9996113,9996409,100,0,-1
7110,9996114,9996409,100,0,-1
7110,9996115,9996409,100,0,-1
7110,9996116,9996409,100,0,-1
7110,9996117,9996409,100,0,-1
7110,9996118,9996409,100,0,-1
7110,9996119,9996409,100,0,-1
7110,9996120,9996409,100,0,-1
7110,9996121,9996409,100,0,-1
7110,9996122,9996409,100,0,-1
7110,9996123,9996409,100,0,-1
7110,9996124,9996409,100,0,-1
7110,9996125,9996409,100,0,-1
7110,9996126,9996409,100,0,-1
7110,9996127,9996409,100,0,-1
7110,9996128,9996409,100,0,-1
7110,9996129,9996409,100,0,-1
7110,9996130,9996409,100,0,-1
7110,9996131,9996409,100,0,-1
7110,9996132,9996409,100,0,-1
7110,9996133,9996409,100,0,-1
7110,9996134,9996409,100,0,-1
7110,9996135,9996409,100,0,-1
7110,9996136,9996409,100,0,-1
7110,9996137,9996409,100,0,-1
7110,9996138,9996409,100,0,-1
7110,9996139,9996409,100,0,-1
7120,9996100,9996409,100,0,-1
7120,9996101,9996409,100,0,-1
7120,9996102,9996409,100,0,-1
7120,9996103,9996409,100,0,-1
7120,9996104,9996409,100,0,-1
7120,9996105,9996409,100,0,-1
7120,9996106,9996409,100,0,-1
7120,9996107,9996409,100,0,-1
7120,9996108,9996409,100,0,-1
7120,9996109,9996409,100,0,-1
7120,9996110,9996409,100,0,-1
7120,9996111,9996409,100,0,-1
7120,9996112,9996409,100,0,-1
7120,9996113,9996409,100,0,-1
7120,9996114,9996409,100,0,-1
7120,9996115,9996409,100,0,-1
7120,9996116,9996409,100,0,-1
7120,9996117,9996409,100,0,-1
7120,9996118,9996409,100,0,-1
7120,9996119,9996409,100,0,-1
7120,9996120,9996409,100,0,-1
7120,9996121,9996409,100,0,-1
7120,9996122,9996409,100,0,-1
7120,9996123,9996409,100,0,-1
7120,9996124,9996409,100,0,-1
7120,9996125,9996409,100,0,-1
7120,9996126,9996409,100,0,-1
7120,9996127,9996409,100,0,-1
7120,9996128,9996409,100,0,-1
7120,9996129,9996409,100,0,-1
7120,9996130,9996409,100,0,-1
7120,9996131,9996409,100,0,-1
7120,9996132,9996409,100,0,-1
7120,9996133,9996409,100,0,-1
7120,9996134,9996409,100,0,-1
7120,9996135,9996409,100,0,-1
7120,9996136,9996409,100,0,-1
7120,9996137,9996409,100,0,-1
7120,9996138,9996409,100,0,-1
7120,9996139,9996409,100,0,-1
7130,9996100,9996409,100,0,-1
7130,9996101,9996409,100,0,-1
7130,9996102,9996409,100,0,-1
7130,9996103,9996409,100,0,-1
7130,9996104,9996409,100,0,-1
7130,9996105,9996409,100,0,-1
7130,9996106,9996409,100,0,-1
7130,9996107,9996409,100,0,-1
7130,9996108,9996409,100,0,-1
7130,9996109,9996409,100,0,-1
7130,9996110,9996409,100,0,-1
7130,9996111,9996409,100,0,-1
7130,9996112,9996409,100,0,-1
7130,9996113,9996409,100,0,-1
7130,9996114,9996409,100,0,-1
7130,9996115,9996409,100,0,-1
7130,9996116,9996409,100,0,-1
7130,9996117,9996409,100,0,-1
7130,9996118,9996409,100,0,-1
7130,9996119,9996409,100,0,-1
7130,9996120,9996409,100,0,-1
7130,9996121,9996409,100,0,-1
7130,9996122,9996409,100,0,-1
7130,9996123,9996409,100,0,-1
7130,9996124,9996409,100,0,-1
7130,9996125,9996409,100,0,-1
7130,9996126,9996409,100,0,-1
7130,9996127,9996409,100,0,-1
7130,9996128,9996409,100,0,-1
7130,9996129,9996409,100,0,-1
7130,9996130,9996409,100,0,-1
7130,9996131,9996409,100,0,-1
7130,9996132,9996409,100,0,-1
7130,9996133,9996409,100,0,-1
7130,9996134,9996409,100,0,-1
7130,9996135,9996409,100,0,-1
7130,9996136,9996409,100,0,-1
7130,9996137,9996409,100,0,-1
7130,9996138,9996409,100,0,-1
7130,9996139,9996409,100,0,-1
7140,9996100,9996409,100,0,-1
7140,9996101,9996409,100,0,-1
7140,9996102,9996409,100,0,-1
7140,9996103,9996409,100,0,-1
7140,9996104,9996409,100,0,-1
7140,9996105,9996409,100,0,-1
7140,9996106,9996409,100,0,-1
7140,9996107,9996409,100,0,-1
7140,9996108,9996409,100,0,-1
7140,9996109,9996409,100,0,-1
7140,9996110,9996409,100,0,-1
7140,9996111,9996409,100,0,-1
7140,9996112,9996409,100,0,-1
7140,9996113,9996409,100,0,-1
7140,9996114,9996409,100,0,-1
7140,9996115,9996409,100,0,-1
7140,9996116,9996409,100,0,-1
7140,9996117,9996409,100,0,-1
7140,9996118,9996409,100,0,-1
7140,9996119,9996409,100,0,-1
7140,9996120,9996409,100,0,-1
7140,9996121,9996409,100,0,-1
7140,9996122,9996409,100,0,-1
7140,9996123,9996409,100,0,-1
7140,9996124,9996409,100,0,-1
7140,9996125,9996409,100,0,-1
7140,9996126,9996409,100,0,-1
7140,9996127,9996409,100,0,-1
7140,9996128,9996409,100,0,-1
7140,9996129,9996409,100,0,-1
7140,9996130,9996409,100,0,-1
7140,9996131,9996409,100,0,-1
7140,9996132,9996409,100,0,-1
7140,9996133,9996409,100,0,-1
7140,9996134,9996409,100,0,-1
7140,9996135,9996409,100,0,-1
7140,9996136,9996409,100,0,-1
7140,9996137,9996409,100,0,-1
7140,9996138,9996409,100,0,-1
7140,9996139,9996409,100,0,-1
7150,9996100,9996409,100,0,-1
7150,9996101,9996409,100,0,-1
7150,9996102,9996409,100,0,-1
7150,9996103,9996409,100,0,-1
7150,9996104,9996409,100,0,-1
7150,9996105,9996409,100,0,-1
7150,9996106,9996409,100,0,-1
7150,9996107,9996409,100,0,-1
7150,9996108,9996409,100,0,-1
7150,9996109,9996409,100,0,-1
7150,9996110,9996409,100,0,-1
7150,9996111,9996409,100,0,-1
7150,9996112,9996409,100,0,-1
7150,9996113,9996409,100,0,-1
7150,9996114,9996409,100,0,-1
7150,9996115,9996409,100,0,-1
7150,9996116,9996409,100,0,-1
7150,9996117,9996409,100,0,-1
7150,9996118,9996409,100,0,-1
7150,9996119,9996409,100,0,-1
7150,9996120,9996409,100,0,-1
7150,9996121,9996409,100,0,-1
7150,9996122,9996409,100,0,-1
7150,9996123,9996409,100,0,-1
7150,9996124,9996409,100,0,-1
7150,9996125,9996409,100,0,-1
7150,9996126,9996409,100,0,-1
7150,9996127,9996409,100,0,-1
7150,9996128,9996409,100,0,-1
7150,9996129,9996409,100,0,-1
7150,9996130,9996409,100,0,-1
7150,9996131,9996409,100,0,-1
7150,9996132,9996409,100,0,-1
7150,9996133,9996409,100,0,-1
7150,9996134,9996409,100,0,-1
7150,9996135,9996409,100,0,-1
7150,9996136,9996409,100,0,-1
7150,9996137,9996409,100,0,-1
7150,9996138,9996409,100,0,-1
7150,9996139,9996409,100,0,-1
7160,9996100,9996409,100,0,-1
7160,9996101,9996409,100,0,-1
7160,9996102,9996409,100,0,-1
7160,9996103,9996409,100,0,-1
7160,9996104,9996409,100,0,-1
7160,9996105,9996409,100,0,-1
7160,9996106,9996409,100,0,-1
7160,9996107,9996409,100,0,-1
7160,9996108,9996409,100,0,-1
7160,9996109,9996409,100,0,-1
7160,9996110,9996409,100,0,-1
7160,9996111,9996409,100,0,-1
7160,9996112,9996409,100,0,-1
7160,9996113,9996409,100,0,-1
7160,9996114,9996409,100,0,-1
7160,9996115,9996409,100,0,-1
7160,9996116,9996409,100,0,-1
7160,9996117,9996409,100,0,-1
7160,9996118,9996409,100,0,-1
7160,9996119,9996409,100,0,-1
7160,9996120,9996409,100,0,-1
7160,9996121,9996409,100,0,-1
7160,9996122,9996409,100,0,-1
7160,9996123,9996409,100,0,-1
7160,9996124,9996409,100,0,-1
7160,9996125,9996409,100,0,-1
7160,9996126,9996409,100,0,-1
7160,9996127,9996409,100,0,-1
7160,9996128,9996409,100,0,-1
7160,9996129,9996409,100,0,-1
7160,9996130,9996409,100,0,-1
7160,9996131,9996409,100,0,-1
7160,9996132,9996409,100,0,-1
7160,9996133,9996409,100,0,-1
7160,9996134,9996409,100,0,-1
7160,9996135,9996409,100,0,-1
7160,9996136,9996409,100,0,-1
7160,9996137,9996409,100,0,-1
7160,9996138,9996409,100,0,-1
7160,9996139,9996409,100,0,-1
7170,9996100,9996409,100,0,-1
7170,9996101,9996409,100,0,-1
7170,9996102,9996409,100,0,-1
7170,9996103,9996409,100,0,-1
7170,9996104,9996409,100,0,-1
7170,9996105,9996409,100,0,-1
7170,9996106,9996409,100,0,-1
7170,9996107,9996409,100,0,-1
7170,9996108,9996409,100,0,-1
7170,9996109,9996409,100,0,-1
7170,9996110,9996409,100,0,-1
7170,9996111,9996409,100,0,-1
7170,9996112,9996409,100,0,-1
7170,9996113,9996409,100,0,-1
7170,9996114,9996409,100,0,-1
7170,9996115,9996409,100,0,-1
7170,9996116,9996409,100,0,-1
7170,9996117,9996409,100,0,-1
7170,9996118,9996409,100,0,-1
7170,9996119,9996409,100,0,-1
7170,9996120,9996409,100,0,-1
7170,9996121,9996409,100,0,-1
7170,9996122,9996409,100,0,-1
7170,9996123,9996409,100,0,-1
7170,9996124,9996409,100,0,-1
7170,9996125,9996409,100,0,-1
7170,9996126,9996409,100,0,-1
7170,9996127,9996409,100,0,-1
7170,9996128,9996409,100,0,-1
7170,9996129,9996409,100,0,-1
7170,9996130,9996409,100,0,-1
7170,9996131,9996409,100,0,-1
7170,9996132,9996409,100,0,-1
7170,9996133,9996409,100,0,-1
7170,9996134,9996409,100,0,-1
7170,9996135,9996409,100,0,-1
7170,9996136,9996409,100,0,-1
7170,9996137,9996409,100,0,-1
7170,9996138,9996409,100,0,-1
7170,9996139,9996409,100,0,-1
7180,9996100,9996409,100,0,-1
7180,9996101,9996409,100,0,-1
7180,9996102,9996409,100,0,-1
7180,9996103,9996409,100,0,-1
7180,9996104,9996409,100,0,-1
7180,9996105,9996409,100,0,-1
7180,9996106,9996409,100,0,-1
7180,9996107,9996409,100,0,-1
7180,9996108,9996409,100,0,-1
7180,9996109,9996409,100,0,-1
7180,9996110,9996409,100,0,-1
7180,9996111,9996409,100,0,-1
7180,9996112,9996409,100,0,-1
7180,9996113,9996409,100,0,-1
7180,9996114,9996409,100,0,-1
7180,9996115,9996409,100,0,-1
7180,9996116,9996409,100,0,-1
7180,9996117,9996409,100,0,-1
7180,9996118,9996409,100,0,-1
7180,9996119,9996409,100,0,-1
7180,9996120,9996409,100,0,-1
7180,9996121,9996409,100,0,-1
7180,9996122,9996409,100,0,-1
7180,9996123,9996409,100,0,-1
7180,9996124,9996409,100,0,-1
7180,9996125,9996409,100,0,-1
7180,9996126,9996409,100,0,-1
7180,9996127,9996409,100,0,-1
7180,9996128,9996409,100,0,-1
7180,9996129,9996409,100,0,-1
7180,9996130,9996409,100,0,-1
7180,9996131,9996409,100,0,-1
7180,9996132,9996409,100,0,-1
7180,9996133,9996409,100,0,-1
7180,9996134,9996409,100,0,-1
7180,9996135,9996409,100,0,-1
7180,9996136,9996409,100,0,-1
7180,9996137,9996409,100,0,-1
7180,9996138,9996409,100,0,-1
7180,9996139,9996409,100,0,-1
7190,9996100,9996409,100,0,-1
7190,9996101,9996409,100,0,-1
7190,9996102,9996409,100,0,-1
7190,9996103,9996409,100,0,-1
7190,9996104,9996409,100,0,-1
7190,9996105,9996409,100,0,-1
7190,9996106,9996409,100,0,-1
7190,9996107,9996409,100,0,-1
7190,9996108,9996409,100,0,-1
7190,9996109,9996409,100,0,-1
7190,9996110,9996409,100,0,-1
